"name","cbs_team","cbs_recpts","cbs_yd","cbs_td","cbs_fl","cbs_fpts","espn_team","espn_recpts","espn_yd","espn_td","espn_fpts","ffs_team","ffs_recpts","ffs_yd","ffs_td","ffs_fpts","fp_team","fp_rushatt","fp_rushyd","fp_rushtd","fp_recpts","fp_recyd","fp_rectd","fp_fl","fp_fpts","numfire_team","numfire_rank","numfire_rushatt","numfire_rushyd","numfire_rushtd","numfire_recpts","numfire_recyd","numfire_rectd","numfire_fpts"
"Jeremy Maclin","KC",4.8,58.3,0.4,0,8.23," KC ",5.7,73.1,0.3,8.7,"KC",6.14,89,0.29,15," KC",0.1,0.7,0,5.8,77,0.4,"0.0",10.2,"KC","5",0.14,0.39,0,6.14,88.03,0.55,12.24
"Jermaine Kearse","SEA",2.5,47.6,0.2,0,5.96," SEA",3.2,46.5,0.3,6,"SEA",3.45,55,0.2,9,"SEA",0,0,0,2.9,37.4,0.1,"0.0",4.6,"SEA","46",0,0,0,3.02,37.92,0.2,5.02
"John Brown","ARI",4.3,60.1,0.3,0,7.81," ARI",3.7,52.7,0.3,7,"ARI",4.12,55,0.25,10,"ARI",0.2,1.2,0,4.1,55.2,0.5,"0.0",8.5,"ARI","32",0.1,0.87,0,3.53,48.04,0.35,6.87
"Jordan Matthews","PHI",5.7,77.2,0.5,0,10.72," PHI",5.7,61.2,0.4,8.3,"PHI",5.45,71,0.55,18,"PHI",0,0,0,5.2,68.1,0.6,"0.0",10.3,"PHI","15",0,0,0,4.77,62.13,0.42,8.68
"Julio Jones","ATL",8.8,121,0.7,0.1,16.1," ATL",7.6,99.4,0.6,12.7,"ATL",6.7,92,0.48,16,"ATL",0.1,0.4,0,7.7,111.3,0.8,"0.1",15.7,"ATL","2",0.02,0.22,0,6.83,109.04,0.78,15.64
"Kamar Aiken","BAL",2.1,29.1,0.2,0.1,3.91," BAL",3.3,44.2,0.3,5.7,"BAL",4.85,72,0.67,18,"BAL",0,0,0,4.2,52.6,0.3,"0.1",6.9,"BAL","26",0,0,0,4.81,60.02,0.23,7.39
"Keenan Allen","SD",6.5,77.4,0.6,0.2,10.94," SD ",5.5,74,0.4,9.6,"SD",5.89,72,0.53,19," SD",0,0,0,6.6,82.5,0.6,"0.1",11.9,"SD","9",0,0,0,6.73,79.84,0.61,11.45
"Kenny Britt","STL",2.8,34.8,0.2,0,4.68," STL",3.5,52.5,0.2,6,"STL",2.87,45,0.19,8,"STL",0,0.1,0,3.5,46.8,0.4,"0.0",7.3,"STL","27",0.02,0.37,0,3.33,49.81,0.4,7.34
"Larry Fitzgerald","ARI",6.5,84.1,0.6,0.1,11.81," ARI",5.2,67.3,0.5,9,"ARI",5.93,77,0.53,20,"ARI",0,0,0,5.9,74.5,0.6,"0.1",11.1,"ARI","13",0,0,0,5.06,63.81,0.44,9.01
"Leonard Hankerson","ATL",3.8,44.9,0.4,0,6.89," ATL",3.5,44.5,0.3,5.7,"ATL",5,59,0.35,11,"ATL",0,0,0,3.9,53.2,0.5,"0.0",8.5,"ATL","30",0,0,0,3.03,47.52,0.37,7
"Louis Murphy","TB",2.7,36.1,0.2,0,4.81," TB ",2.8,41.2,0.2,5.2,"TB",2.02,31,0.05,5," TB",0,0,0,2.3,31.6,0.2,"0.0",4.1,"TB","50",0,0,0,1.98,30.22,0.28,4.67
"Malcom Floyd","SD",2.9,52.5,0.3,0,7.05," SD ",2.8,48.1,0.4,6.4,"SD",2.19,37,0.24,6," SD",0,0,0,2.1,35.2,0.2,"0.0",5,"SD","34",0,0,0,2.23,41.9,0.41,6.67
"Markus Wheaton","PIT",2.3,32,0.2,0,4.4," PIT",2.8,39,0.2,4.2,"PIT",2.5,34,0.08,6,"PIT",0.1,0.3,0,2,28.2,0.1,"0.0",3.6,"PIT","65",0.05,0.16,0,1.73,23.21,0.18,3.36
"Marlon Brown","BAL",2.4,28.1,0.1,0,3.41," BAL",2.4,31.3,0.2,4.2,"BAL",3.14,40,0.15,7,"BAL",0,0,0,3.1,38.4,0.2,"0.0",5,"BAL","42",0,0,0,3.74,40.72,0.18,5.13
"Marques Colston","NO",4.2,59.4,0.2,0,7.14," NO ",3.7,55.4,0.3,6.8,"NO",3.85,48,0.16,9," NO",0,0,0,3.3,42.6,0.2,"0.0",5.3,"NO","40",0,0,0,3.05,42.82,0.24,5.64
"Marquess Wilson","CHI",2.9,38.8,0.2,0,5.08," CHI",2.4,30.7,0.2,4.2,"CHI",2.22,27,0.09,5,"CHI",0,0,0,3.8,48.6,0.2,"0.0",6.3,"CHI","25",0,0,0,4.01,56.75,0.29,7.42
"Marvin Jones","CIN",2.6,39.8,0.5,0,6.98," CIN",3.3,43.1,0.3,5.7,"CIN",2.62,38,0.4,7,"CIN",0.2,1.1,0,3.1,40.3,0.2,"0.0",5.4,"CIN","45",0.14,0.55,0,2.89,40.52,0.17,5.04
"Michael Crabtree","OAK",4.7,44.8,0.2,0,5.68," OAK",5.2,61.7,0.5,8.7,"OAK",3.5,38,0.15,8,"OAK",0,0,0,4.9,52.8,0.2,"0.0",6.7,"OAK","37",0.03,-0.02,0,4.46,51.99,0.19,6.24
"Michael Floyd","ARI",3.2,50.1,0.5,0.1,7.81," ARI",3.1,44.3,0.3,6,"ARI",2.46,36,0.19,6,"ARI",0,0,0,2.8,38.5,0.2,"0.0",5.1,"ARI","70",0.01,0.01,0,1.65,22.13,0.11,2.89
"Mike Evans","TB",5.4,73.6,0.7,0,11.56," TB ",4.9,72.7,0.3,9,"TB",4.19,60,0.46,10," TB",0,0,0,4.4,64.5,0.6,"0.0",9.9,"TB","19",0,0,0,3.78,52.4,0.45,7.95
"Nelson Agholor","PHI",2.5,37.7,0.2,0,4.97," PHI",4.1,49.2,0.3,5.7,"PHI",2.47,36,0.1,6,"PHI",0,0,0,2.5,35.9,0.2,"0.1",4.7,"PHI","44",0,0,0,2.7,37.62,0.23,5.1
"Odell Beckham","NYG",6.3,77.1,0.6,0.1,11.11," NYG",7,93.9,0.4,11.5,"NYG",7.32,99,0.74,23,"NYG",0.4,3,0,6.3,90.9,0.7,"0.0",13.6,"NYG","6",0.24,3.4,0.02,5.48,87.08,0.48,12.04
"Percy Harvin","BUF",4.7,59.2,0.4,0.1,8.12," BUF",4.4,50.5,0.3,7.3,"BUF",3.2,31,0.05,7,"BUF",0.9,5.3,0,4.7,52,0.5,"0.0",8.5,"BUF","24",0.63,2.62,0,5.32,56.65,0.28,7.54
"Phillip Dorsett","IND",2.1,30.9,0.2,0.1,4.09," IND",2,25.2,0.2,3,"IND",1.13,16,0.1,3,"IND",0.1,0.5,0,2,26.6,0.1,"0.1",3.3,"IND","74",0.06,-0.01,0,1.48,22.32,0.1,2.76
"Pierre Garcon","WAS",4.8,60.5,0.3,0,7.85," WSH",5.2,65.5,0.2,7.4,"WAS",3.87,42,0.23,8,"WAS",0,0,0,5.5,67.2,0.5,"0.0",9.7,"WSH","17",0,0,0,4.92,62.07,0.3,8.03
"Randall Cobb","GB",6.7,91.1,0.6,0.1,12.51," GB ",6.7,90.3,0.7,13,"GB",5.35,71,0.76,18," GB",0.4,2.3,0,6.1,82.3,0.7,"0.1",12.7,"GB","4",0.09,1.31,0,6.36,86.7,0.61,12.39
"Robert Woods","BUF",4.2,59.7,0.5,0.1,8.77," BUF",3.2,43.4,0.3,5.9,"BUF",3.45,42,0.28,7,"BUF",0,0,0,3.5,43.9,0.2,"0.1",5.5,"BUF","39",0,0,0,3.95,46.01,0.23,5.86
"Roddy White","ATL",5.1,65.1,0.4,0.1,8.71," ATL",3.8,47.1,0.3,5.7,"ATL",2.2,27,0.29,5,"ATL",0,0,0,3.1,39.8,0.2,"0.1",5.1,"ATL","51",0,0,0,2.6,33.29,0.21,4.52
"Rueben Randle","NYG",3.7,48.8,0.2,0,6.08," NYG",3.8,54.3,0.2,6.4,"NYG",4.37,60,0.31,10,"NYG",0,0,0,3.5,48.5,0.5,"0.0",7.6,"NYG","80",0,0,0,1.49,19.94,0.08,2.42
"Ryan Grant","WAS",2.2,32.4,0.1,0,3.84," WSH",2.7,36.2,0.1,3.8,"WAS",2.58,30,0.04,6,"WAS",0,0,0,2.7,35.2,0.1,"0.0",4.4,"WSH","54",0,0,0,2.56,33.77,0.14,4.17
"T.Y. Hilton","IND",5.2,72.1,0.3,0,9.01," IND",4.9,60.8,0.4,8.1,"IND",5.27,81,0.22,13,"IND",0.1,0.9,0,5.2,71.7,0.4,"0.0",9.8,"IND","14",0.04,0.06,0,4.77,74.32,0.26,8.9
"Tavon Austin","STL",2.2,15.7,0.1,0,2.17," STL",3.2,34.5,0.1,5.1,"STL",2.68,28,0.21,7,"STL",1.3,9.2,0,3,32.1,0.2,"0.1",5.2,"STL","73",0.37,2.11,0,1.87,18.98,0.13,2.85
"Terrance Williams","DAL",3.1,58.7,0.5,0,8.87," DAL",3.2,47.4,0.3,5.9,"DAL",3.35,57,0.81,15,"DAL",0,0,0,4.1,59.2,0.5,"0.0",9.1,"DAL","21",0,0,0,3.38,56.11,0.34,7.66
"Torrey Smith","SF",2.3,34.1,0.3,0,5.21," SF ",2.8,46.5,0.2,5.3,"SFO",3.12,53,0.52,14," SF",0,0,0,2.7,43.7,0.2,"0.0",5.6,"SF","43",0,0,0,2.29,35.95,0.26,5.12
"Travis Benjamin","CLE",2.4,55.4,0.5,0.2,8.14," CLE",3.2,48.6,0.2,5.6,"CLE",3.75,58,0.37,10,"CLE",0,0,0,3.8,59,0.5,"0.1",8.5,"CLE","28",0.02,0.1,0,3.15,50.49,0.36,7.19
"Ty Montgomery","GB",3.4,44.3,0.3,0,6.23," GB ",2.7,36.3,0.3,4.8,"GB",2.05,22,0.34,4," GB",0.3,1.3,0,3,36.8,0.2,"0.0",4.9,"GB","67",0.09,0.2,0,2.09,24.49,0.12,3.17
"Tyler Lockett","SEA",1.6,21.2,0.1,0,2.72," SEA",2,27.2,0.2,3.3,"SEA",2.53,26,0,6,"SEA",0.2,1.9,0,2.5,30,0.1,"0.1",3.6,"SEA","87",0.06,0.81,0.01,1.21,17.21,0.03,2.04
"Vincent Jackson","TB",4.3,58.6,0.3,0,7.66," TB ",3.8,58.7,0.3,6.6,"TB",4.6,69,0.37,12," TB",0,0,0,4.2,62.2,0.5,"0.0",9,"TB","33",0,0,0,3.77,53.99,0.21,6.7
