"playerId","playername","position","team","vor","points","actualPoints","overallRank","positionRank","dropoff"
935,"Kregg Lumpkin","RB","TB",-208.5833,13.75,"92.9",316,93,"1.75"
2495464,"Jamie Harper","RB","TEN",-208.8833,13.45,"12.25",317,94,"2.95"
2495362,"Johnny White","RB","BUF",-211.7833,10.55,"2.95",318,95,"0.675"
497174,"Jonathan Dwyer","RB","PIT",-211.8833,10.45,"26.8",319,96,"null"
2507999,"Chris Ivory","RB","NO",-213.0333,9.3,"58.95",320,97,"null"
2507171,"John Beck","QB","WAS",-229.3333,70.25,"39.2",321,34,"2.75"
2495838,"Bruce Gradkowski","QB","CIN",-230.4333,69.15,"1.45",322,35,"4.95"
2495215,"Christian Ponder","QB","MIN",-233.7333,65.85,"107.25",323,36,"3.7"
2495194,"Jake Locker","QB","TEN",-237.0333,62.55,"62",324,37,"1.825"
81300,"Curtis Painter","QB","IND",-237.8333,61.75,"59.2",325,38,"4.35"
2495186,"Colin Kaepernick","QB","SF",-239.8833,59.7,"-0.1",326,39,"6.525"
2495974,"Charlie Whitehurst","QB","SEA",-244.4833,55.1,"-1.05",327,40,"6.675"
2506875,"Vince Young","QB","PHI",-248.3333,51.25,"36.8",328,41,"12.8"
2504833,"Shaun Hill","QB","DET",-253.9833,45.6,"1.5",329,42,"15.1"
497108,"Jimmy Clausen","QB","CAR",-268.2833,31.3,"null",330,43,"1.7"
2505663,"Kyle Boller","QB","OAK",-269.8833,29.7,"-4",331,44,"2.2"
2501863,"Peyton Manning","QB","IND",-270.0833,29.5,"null",332,45,"4.1"
2505101,"David Garrard","QB","FA",-274.0833,25.5,"null",333,46,"0.3"
497135,"Tim Tebow","QB","DEN",-274.2833,25.3,"191.65",334,47,"0.425"
2505562,"Seneca Wallace","QB","CLE",-274.4833,25.1,"26.45",335,48,"0.575"
2495714,"Brady Quinn","QB","DEN",-274.9333,24.65,"null",336,49,"4.225"
497129,"John Skelton","QB","ARI",-275.1833,24.4,"88.7",337,50,"8.3"
2507244,"Tyler Thigpen","QB","BUF",-283.1333,16.45,"-3.6",338,51,"2.025"
2506878,"Matt Leinart","QB","HOU",-283.8333,15.75,"7.4",339,52,"2.725"
264,"Josh Johnson","QB","TB",-286.4833,13.1,"14.7",340,53,"0.175"
81284,"Chase Daniel","QB","NO",-286.6333,12.95,"-1",341,54,"0.25"
367,"Matt Flynn","QB","GB",-286.6833,12.9,"48.25",342,55,"1.45"
2504314,"Chris Redman","QB","ATL",-287.0833,12.5,"1.75",343,56,"2.55"
2503939,"Billy Volek","QB","SD",-289.1833,10.4,"-5.25",344,57,"0.95"
2501630,"Jon Kitna","QB","DAL",-290.0833,9.5,"-0.15",345,58,"0.125"
2499883,"Mark Brunell","QB","NYJ",-290.1833,9.4,"1.2",346,59,"0.225"
2507140,"Tyler Palko","QB","KC",-290.2333,9.35,"7.85",347,60,"0.375"
2504804,"David Carr","QB","NYG",-290.5833,9,"null",348,61,"1.375"
81294,"Brian Hoyer","QB","NE",-290.6333,8.95,"-1.7",349,62,"4"
2507385,"Caleb Hanie","QB","CHI",-293.2833,6.3,"2.7",350,63,"3.225"
2495240,"Tyrod Taylor","QB","BAL",-295.9833,3.6,"-0.35",351,64,"1.2"
497117,"Mike Kafka","QB","PHI",-297.0333,2.55,"-4.3",352,65,"1.175"
2504566,"A.J. Feeley","QB","STL",-297.3333,2.25,"1.75",353,66,"null"
2495233,"Ricky Stanzi","QB","KC",-299.0833,0.5,"null",354,67,"null"
