"name","cbs_team","cbs_recpts","cbs_yd","cbs_td","cbs_fl","cbs_fpts","espn_team","espn_recpts","espn_yd","espn_td","espn_fpts","ffs_team","ffs_recpts","ffs_yd","ffs_td","ffs_fpts","fp_team","fp_rushatt","fp_rushyd","fp_rushtd","fp_recpts","fp_recyd","fp_rectd","fp_fl","fp_fpts","numfire_team","numfire_rank","numfire_rushatt","numfire_rushyd","numfire_rushtd","numfire_recpts","numfire_recyd","numfire_rectd","numfire_fpts"
"Danny Amendola","NE",4.6,47.1,0.3,0,11.07," NE ",3.3,33.9,0.3,7.9,"NEP",3.83,37,0.3,11.83," NE",0.2,0.7,0,3.2,34.8,0.2,"0.0",7.9,"NE","83",0.04,0.27,0,1.54,16.41,0.1,3.87
"Darren Waller","BAL",1.2,17.2,0.1,0,3.49," BAL",1.9,26,0.2,4.9,"BAL",1.79,13,0.05,4.79,"BAL",0.1,0.3,0,1.4,19.2,0.1,"0.0",4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darrius Heyward-Bey","PIT",2.3,25.6,0.2,0.1,5.9," PIT",2.2,32.7,0.3,6.8,"PIT",2.45,29,0.19,7.45,"PIT",0,0,0,1.9,24.9,0.1,"0.1",5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davante Adams","GB",4.2,49.4,0.3,0,10.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," GB",0,0,0,2.1,24.8,0.2,"0.0",5.5,"GB","66",0,0,0,2.14,21.8,0.12,5.06
"De'Anthony Thomas","KC",1.3,17.5,0.1,0,3.67,NA,NA,NA,NA,NA,"KC",1.71,13,0,5.71," KC",1.2,6.4,0.1,1,11.3,0.1,"0.0",3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DeAndre Hopkins","HOU",5.8,84.6,0.5,0.1,17.06," HOU",6.4,90.4,0.5,18.3,"HOU",6.45,88,0.47,21.45,"HOU",0,0,0,6.9,91,0.6,"0.1",19.5,"HOU","3",0,0,0,7.5,97.93,0.48,20.13
"Demaryius Thomas","DEN",7.9,102,0.6,0.1,21.5," DEN",6.8,89.5,0.6,18.4,"DEN",6.58,86,0.58,28.58,"DEN",0,0,0,7.3,97.1,0.7,"0.1",21.1,"DEN","2",0,0,0,7.07,94.09,0.6,20.16
"Devin Hester","ATL",1.1,15.9,0.1,0.2,2.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Devin Street","DAL",1.9,28.4,0.1,0,5.38," DAL",1.8,23.5,0.1,4.6,"DAL",1.75,30,0.02,6.75,"DAL",0,0,0,1.6,20.1,0.1,"0.0",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Donte Moncrief","IND",4,48.3,0.4,0,11.19," IND",4.9,55.3,0.3,11.8,"IND",5.7,71,0.39,18.7,"IND",0.1,0.9,0,4.3,52.2,0.3,"0.0",11.3,"IND","34",0.06,0.3,0,3.69,52.04,0.29,10.62
"Dontrelle Inman","SD",3.5,48.7,0.3,0,10.12," SD ",1.8,26.7,0.2,4.8,"SD",2.54,36,0.01,9.54," SD",0,0,0,2.4,33.8,0.2,"0.0",7.2,"SD","88",0,0,0,0.93,20.26,0.12,3.68
"Dorial Green-Beckham","TEN",1.6,25.1,0.3,0,5.91," TEN",1.3,18.6,0.2,3.2,"TEN",0.73,8,0.44,2.73,"TEN",0,0,0,1.9,24.8,0.2,"0.0",5.3,"TEN","84",0,0,0,1.37,18.44,0.11,3.85
"Doug Baldwin","SEA",4.1,48.4,0.3,0,10.74," SEA",4,54,0.2,10.1,"SEA",4.63,57,0.37,15.63,"SEA",0.1,0.4,0,4,49.2,0.4,"0.0",11.3,"SEA","48",0.02,0.11,0,3.26,37.74,0.13,7.77
"Dwayne Harris","NYG",1.8,26.1,0.2,0.1,5.45," NYG",2.4,28.4,0.2,5.9,"NYG",1.35,15,0.03,4.35,"NYG",0.2,0.6,0,1.8,23.7,0.1,"0.1",4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eddie Royal","CHI",3.6,36.5,0.3,0.1,8.82,NA,NA,NA,NA,NA,"CHI",3.81,33,0.27,10.81,"CHI",0,0,0,2.9,28.8,0.1,"0.1",6.2,"CHI","46",0.02,0,0,3.13,34.37,0.22,7.89
"Emmanuel Sanders","DEN",6.7,84,0.6,0,18.7," DEN",5.7,81.6,0.5,16.8,"DEN",6.3,80,0.52,26.3,"DEN",0.4,2.4,0,5.8,78.9,0.5,"0.0",16.8,"DEN","10",0.07,0.45,0,5.42,73.69,0.54,16.03
"Golden Tate","DET",4.4,56.5,0.2,0,11.26," DET",5.1,61.5,0.3,12.8,"DET",4.86,61,0.15,15.86,"DET",0.3,1.2,0,4.6,59.7,0.4,"0.0",13.2,"DET","22",0.27,2,0,4.62,57.9,0.39,12.95
"Harry Douglas","TEN",1.9,22.8,0.1,0,4.75," TEN",3.2,40,0.2,8.7,"TEN",2.75,30,0.26,8.75,"TEN",0.1,0.9,0,2.7,30.7,0.1,"0.0",6.6,"TEN","62",0.04,0.2,0,1.92,27.9,0.11,5.39
"Jaelen Strong","HOU",1.5,20.7,0.1,0,4.16," HOU",1.5,18.7,0.1,3.2,"HOU",1.63,23,0,5.63,"HOU",0,0,0,1.5,20.4,0.1,"0.0",4,"HOU","75",0,0,0,1.52,21.24,0.12,4.34
"James Jones","GB",4.4,67.8,0.7,0.1,15.17," GB ",3.8,57.3,0.5,11.5,"GB",3.72,51,0.49,12.72," GB",0,0,0,4.6,62,0.6,"0.1",14.5,"GB","17",0,0,0,5.36,63.14,0.48,14.51
"Jamison Crowder","WAS",3.5,43.9,0.1,0,8.48," WSH",4.4,48.3,0.2,9.7,"WAS",1.31,12,0,3.31,"WAS",0.2,1.5,0,3.8,44,0.2,"0.0",9.3,"WSH","43",0.12,0.92,0,3.34,40.16,0.12,8.16
"Jaron Brown","ARI",1.6,21.7,0.1,0,4.35,NA,NA,NA,NA,NA,"ARI",0.96,11,0.15,2.96,"ARI",0,0,0,0.8,9.9,0.1,"0.0",2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jason Avant","KC",2,19.2,0.1,0,4.53," KC ",2,23.6,0.1,4.8,"KC",1.66,16,0,5.66," KC",0,0,0,1.6,17.9,0.1,"0.0",3.8,"KC","90",0,0,0,1.48,17.42,0.05,3.52
"Jeremy Maclin","KC",5.5,77.1,0.7,0,17.41," KC ",5.6,72,0.4,15,"KC",6.14,89,0.29,21.14," KC",0.1,0.7,0,5.8,77,0.4,"0.0",16,"KC","15",0.12,1.11,0,5.1,72.3,0.4,14.84
"Jermaine Kearse","SEA",2.6,34.8,0.1,0,6.66," SEA",3.1,44.5,0.2,8.3,"SEA",3.45,55,0.2,12.45,"SEA",0,0,0,2.9,37.4,0.1,"0.0",7.5,"SEA","50",0.02,0.42,0,2.8,33.23,0.19,7.27
"John Brown","ARI",4.5,53.9,0.2,0,11.08," ARI",3.8,51.1,0.4,11,"ARI",4.12,55,0.25,14.12,"ARI",0.2,1.2,0,4.1,55.2,0.5,"0.0",12.6,"ARI","27",0.07,0.38,0,3.68,53.18,0.47,11.86
"Jordan Matthews","PHI",4.8,68.7,0.5,0,14.65," PHI",5.2,57.7,0.5,13.2,"PHI",5.45,71,0.55,23.45,"PHI",0,0,0,5.2,68.1,0.6,"0.0",15.5,"PHI","12",0,0,0,5.68,73.38,0.43,15.52
"Jordan Norwood","DEN",1.9,22.9,0.2,0,5.44," DEN",2.3,28.5,0.2,5.4,NA,NA,NA,NA,NA,"DEN",0,0,0,2.1,24.9,0.2,"0.0",5.6,"DEN","77",0,0,0,1.7,18.94,0.11,4.31
"Josh Bellamy","CHI",2,25.2,0.3,0,6.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHI",0,0,0,2.4,29.5,0.2,"0.0",6.6,"CHI","99",0,0,0,1.06,11.51,0.1,2.83
"Josh Huff","PHI",1.2,19.4,0.1,0.1,3.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHI",0.1,0.7,0,1,12.8,0.1,"0.1",2.7,"PHI","72",0.09,1.18,0.01,1.57,21.96,0.08,4.43
"Julian Edelman","NE",8.6,80.8,0.5,0,19.68," NE ",7.5,78.3,0.6,18,"NEP",7.85,81,0.4,24.85," NE",0.6,5.4,0,7.4,79.8,0.6,"0.0",19.6,"NE","5",0.16,0.62,0,6.78,84.96,0.62,19.02
"Julio Jones","ATL",9,134,0.9,0.2,27.4," ATL",6.7,91.6,0.6,19.2,"ATL",6.7,92,0.48,22.7,"ATL",0.1,0.4,0,7.7,111.3,0.8,"0.1",23.4,"ATL","1",0,0,0,7.55,104.77,0.89,23.41
"Justin Hunter","TEN",1.1,20.3,0.1,0,3.78," TEN",1.4,20.3,0.1,4.1,"TEN",1.87,34,0.16,6.87,"TEN",0,0,0,1.5,21.6,0.1,"0.0",4.3,"TEN","49",0,0,0,2.34,32.2,0.31,7.42
"Kamar Aiken","BAL",3,46.2,0.5,0.1,10.43," BAL",3.5,49.1,0.3,9.5,"BAL",4.85,72,0.67,22.85,"BAL",0,0,0,4.2,52.6,0.3,"0.1",11.1,"BAL","39",0,0,0,3.33,40.81,0.31,9.31
"Keenan Allen","SD",7,89,0.6,0.2,19.1," SD ",5.7,78.3,0.4,15.4,"SD",5.89,72,0.53,24.89," SD",0,0,0,6.6,82.5,0.6,"0.1",18.5,"SD","9",0,0,0,6.4,76.42,0.41,16.54
"Keith Mumphery","HOU",2.9,39.1,0.2,0,7.96," HOU",3.3,45.7,0.2,8.7,"HOU",1.74,25,0,6.74,"HOU",0,0,0,3.3,41.9,0.2,"0.0",8.8,"HOU","82",0,0,0,1.54,18.78,0.1,4.02
"Kendall Wright","TEN",3.7,47.8,0.3,0,10.24," TEN",5.5,60.6,0.3,13.3,"TEN",4.98,68,0.36,16.98,"TEN",0.2,0.9,0,4.8,57.1,0.2,"0.0",12.1,"TEN","26",0.16,0.99,0,4.12,55.9,0.36,11.94
"Kenny Britt","STL",2.8,37.6,0.3,0,8.39," STL",2.8,41.8,0.2,8.2,"STL",2.87,45,0.19,10.87,"STL",0,0.1,0,3.5,46.8,0.4,"0.0",10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lance Moore","DET",1.4,18.2,0.1,0.1,3.67," DET",2.6,32.7,0.2,6.7,"DET",1.24,11,0.03,3.24,"DET",0,0,0,1.8,22,0.1,"0.1",4.5,"DET","59",0,0,0,2.41,25.91,0.1,5.62
"Larry Fitzgerald","ARI",6.1,74.4,0.6,0.2,16.74," ARI",5.5,69.2,0.6,15,"ARI",5.93,77,0.53,25.93,"ARI",0,0,0,5.9,74.5,0.6,"0.1",17,"ARI","11",0,0,0,6.13,73.04,0.42,15.95
"Leonard Hankerson","ATL",4.1,56.6,0.6,0,13.35," ATL",4.1,53.1,0.4,11.3,"ATL",5,59,0.35,16,"ATL",0,0,0,3.9,53.2,0.5,"0.0",12.4,"ATL","33",0,0,0,3.14,51.23,0.4,10.64
"Louis Murphy","TB",2.5,35.1,0.1,0,6.56," TB ",2.4,35.7,0.2,6.5,"TB",2.02,31,0.05,7.02," TB",0,0,0,2.3,31.6,0.2,"0.0",6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malcom Floyd","SD",1.2,22.1,0.1,0,3.99," SD ",2.7,48,0.4,8.9,"SD",2.46,42,0.26,8.46," SD",0,0,0,2.1,35.2,0.2,"0.0",7.1,"SD","52",0,0,0,2.32,34.43,0.24,7.16
"Markus Wheaton","PIT",2.1,28.4,0.1,0,5.51," PIT",1.8,24.4,0.1,4.7,"PIT",2.5,34,0.08,8.5,"PIT",0.1,0.3,0,2,28.2,0.1,"0.0",5.6,"PIT","47",0.01,-0.12,0,2.5,39.27,0.23,7.82
"Marlon Brown","BAL",2,23.8,0.2,0,5.55," BAL",3.5,46.5,0.3,9.4,"BAL",3.14,40,0.15,10.14,"BAL",0,0,0,3.1,38.4,0.2,"0.0",8.1,"BAL","73",0,0,0,1.61,20.72,0.11,4.4
"Marqise Lee","JAC",2.7,27.5,0.1,0,6.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JAC",0,0,0,1.4,13.8,0.1,"0.0",3.1,"JAC","71",0.07,0.09,0,1.77,19.63,0.12,4.44
"Marques Colston","NO",3.6,48.3,0.1,0,9.01," NO ",3.7,50,0.2,9.9,"NO",3.85,48,0.16,12.85," NO",0,0,0,3.3,42.6,0.2,"0.0",8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marquess Wilson","CHI",3.4,49.2,0.2,0,9.51," CHI",4.2,52.1,0.3,10.9,"CHI",2.22,27,0.09,7.22,"CHI",0,0,0,3.8,48.6,0.2,"0.0",10.1,"CHI","38",0,0,0,3.2,46.37,0.31,9.7
"Marvin Jones","CIN",2.7,35.2,0.4,0,8.6," CIN",2.8,38,0.2,7.2,"CIN",2.62,38,0.4,9.62,"CIN",0.2,1.1,0,3.1,40.3,0.2,"0.0",8.5,"CIN","41",0.15,0.82,0,3.1,44.17,0.27,9.12
"Michael Crabtree","OAK",4.1,38.5,0.2,0,9.19," OAK",5,59.5,0.4,12.1,"OAK",3.5,38,0.15,11.5,"OAK",0,0,0,4.9,52.8,0.2,"0.0",11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michael Floyd","ARI",3.2,46.8,0.2,0,9.09," ARI",3.1,43.5,0.4,9.3,"ARI",2.46,36,0.19,8.46,"ARI",0,0,0,2.8,38.5,0.2,"0.0",7.9,"ARI","70",0.01,0.04,0,1.64,23.12,0.1,4.54
"Mike Evans","TB",4.4,61.7,0.6,0,14.14," TB ",4.7,69.3,0.4,12.8,"TB",4.19,60,0.46,14.19," TB",0,0,0,4.4,64.5,0.6,"0.0",14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miles Austin","PHI",1.4,21,0.2,0,4.69," PHI",1.2,13.3,0.1,2.8,"PHI",1.17,17,0.08,4.17,"PHI",0,0,0,1.3,15.4,0.1,"0.0",3.4,"PHI","89",0,0,0,1.28,15.67,0.11,3.53
"Mohamed Sanu","CIN",2.5,32.1,0.1,0,6.34," CIN",2.1,24.4,0.2,5.2,"CIN",2.47,39,0.13,8.47,"CIN",0.2,1.1,0,2.6,32.9,0.1,"0.0",6.8,"CIN","58",0.02,0.15,0,2.07,29.54,0.11,5.7
"Nelson Agholor","PHI",2,34.8,0.2,0.1,6.47," PHI",2.9,36.1,0.3,7.6,"PHI",2.47,36,0.1,8.47,"PHI",0,0,0,2.5,35.9,0.2,"0.1",7.2,"PHI","52",0,0,0,2.31,32.85,0.26,7.16
"Odell Beckham","NYG",6.2,88.8,0.8,0,19.88," NYG",6.3,84.6,0.6,17.9,"NYG",7.32,99,0.74,30.32,"NYG",0.4,3,0,6.3,90.9,0.7,"0.0",19.9,"NYG","7",0.14,0.63,0,5.48,81.24,0.54,16.75
"Percy Harvin","BUF",4.3,48.7,0.3,0,11.01," BUF",3.9,44.6,0.3,10,"BUF",3.2,31,0.05,10.2,"BUF",0.9,5.3,0,4.7,52,0.5,"0.0",13.2,"BUF","44",0.25,1.02,0,3.37,36.72,0.17,8.14
"Phillip Dorsett","IND",2.3,31.5,0.2,0.1,6.43," IND",2.3,29.3,0.2,5.3,"IND",1.13,16,0.1,4.13,"IND",0.1,0.5,0,2,26.6,0.1,"0.1",5.3,"IND","92",0.05,0.58,0,1.42,19.35,0.02,3.47
"Pierre Garcon","WAS",5.7,70.9,0.4,0,15.19," WSH",5.2,65.7,0.3,13.2,"WAS",3.87,42,0.23,11.87,"WAS",0,0,0,5.5,67.2,0.5,"0.0",15.2,"WSH","35",0,0,0,4.39,47.71,0.21,10.38
"Quinton Patton","SF",1.7,24.6,0.1,0.1,4.58," SF ",1.6,19.2,0,2.9,"SFO",1.52,19,0.01,5.52," SF",0.1,0.9,0,1.4,18,0,"0.1",3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Randall Cobb","GB",6.6,84.5,0.8,0.1,19.65," GB ",5.9,80,0.6,17.5,"GB",5.35,71,0.76,23.35," GB",0.4,2.3,0,6.1,82.3,0.7,"0.1",18.8,"GB","4",0.2,0.51,0,6.35,89.23,0.67,19.3
"Riley Cooper","PHI",1.3,22.8,0.3,0,5.42," PHI",1.5,19.5,0.2,3.5,"PHI",2.96,34,0.24,8.96,"PHI",0,0,0,1.5,22.6,0.2,"0.0",4.9,"PHI","55",0,0,0,2.02,28.65,0.19,6.03
"Robert Woods","BUF",3.5,48.2,0.3,0.1,9.87," BUF",2.7,35.4,0.3,7.4,"BUF",3.45,42,0.28,10.45,"BUF",0,0,0,3.5,43.9,0.2,"0.1",9,"BUF","61",0,0,0,2.25,26.63,0.09,5.43
"Rod Streater","OAK",2,23.3,0.2,0,5.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OAK",0,0,0,1.3,14.5,0.1,"0.0",3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roddy White","ATL",3.7,49.7,0.3,0.1,10.25," ATL",3.5,44.9,0.3,9.2,"ATL",2.2,27,0.29,7.2,"ATL",0,0,0,3.1,39.8,0.2,"0.1",8.2,"ATL","57",0,0,0,1.95,27.03,0.19,5.73
"Rueben Randle","NYG",3.8,55.7,0.5,0,12.37," NYG",3.7,52,0.3,10.8,"NYG",4.37,60,0.31,14.37,"NYG",0,0,0,3.5,48.5,0.5,"0.0",11.1,"NYG","80",0,0,0,1.62,21.62,0.06,4.1
"Ryan Grant","WAS",2.6,35.3,0.1,0,6.77," WSH",3.1,39.9,0.3,7.6,"WAS",2.58,30,0.04,8.58,"WAS",0,0,0,2.7,35.2,0.1,"0.0",7.1,"WSH","93",0,0,0,1.38,16.22,0.05,3.26
"Seth Roberts","OAK",1.8,17.3,0.3,0,5.29," OAK",2.2,22.3,0.1,5,NA,NA,NA,NA,NA,"OAK",0,0,0,1.5,16.1,0.1,"0.0",3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stedman Bailey","STL",2.1,28.1,0.1,0,5.51," STL",1.7,21.4,0.1,4.3,"STL",2.4,35,0.15,8.4,"STL",0,0,0,1.6,21.5,0.1,"0.0",4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T.Y. Hilton","IND",5.3,72.6,0.2,0,13.76," IND",5.5,66.4,0.3,13.4,"IND",5.27,81,0.22,18.27,"IND",0.1,0.9,0,5.2,71.7,0.4,"0.0",15,"IND","21",0.02,0,0,4.76,67.21,0.24,13
"Tavon Austin","STL",2.8,27.9,0.3,0,7.39," STL",3.3,35.7,0.2,8.8,"STL",2.68,28,0.21,9.68,"STL",1.3,9.2,0,3,32.1,0.2,"0.1",8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor Gabriel","CLE",2.4,26.5,0.1,0,5.62," CLE",2,26.2,0.1,4.6,"CLE",2.71,34,0.03,8.71,"CLE",0.1,0.3,0,2.1,25.4,0.1,"0.0",5.3,"CLE","69",0.04,0.06,0,1.97,20.97,0.1,4.67
"Terrance Williams","DAL",3.1,57,0.5,0,11.76," DAL",3.8,56.7,0.4,11.1,"DAL",3.35,57,0.81,18.35,"DAL",0,0,0,4.1,59.2,0.5,"0.0",13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Torrey Smith","SF",2.3,34.3,0.3,0,7.56," SF ",2.9,48.1,0.2,7.8,"SFO",3.12,53,0.52,17.12," SF",0,0,0,2.7,43.7,0.2,"0.0",8.3,"SF","40",0,0,0,2.61,43.38,0.37,9.17
"Travis Benjamin","CLE",2.5,59,0.4,0.2,10.41," CLE",3.5,53,0.2,10,"CLE",3.75,58,0.37,13.75,"CLE",0,0,0,3.8,59,0.5,"0.1",12.3,"CLE","31",0.02,-0.1,0,3.6,58.79,0.29,11.17
"Ty Montgomery","GB",3.2,39.9,0.3,0,8.97," GB ",3.1,39.8,0.2,7.6,"GB",2.05,22,0.34,6.05," GB",0.3,1.3,0,3,36.8,0.2,"0.0",7.9,"GB","67",0.06,1.01,0,1.81,21.79,0.12,4.79
"Tyler Lockett","SEA",2.3,28.7,0.1,0.1,5.57," SEA",2.8,35.3,0.1,6.8,"SEA",2.53,26,0,8.53,"SEA",0.2,1.9,0,2.5,30,0.1,"0.1",6.1,"SEA","79",0.09,0.55,0,1.6,21.12,0.07,4.19
"Vincent Jackson","TB",4.7,67,0.4,0,13.77," TB ",4.1,63.3,0.3,11.9,"TB",4.6,69,0.37,16.6," TB",0,0,0,4.2,62.2,0.5,"0.0",13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willie Snead","NO",3.8,56.5,0.3,0.2,10.84," NO ",4.4,59.8,0.2,10.6,"NO",5.2,61,0.21,16.2," NO",0,0,0,3.8,51.4,0.2,"0.1",9.8,"NO","30",0,0,0,4.2,54.89,0.25,11.25
